Index,Clade,Clade_and_StateRegion,Type,Symb_Tol,Type_and_StateRegion,Gene,Isolate,Redundancy,Potential_Pseudogene_Ref,Species,Methodology,Genbank,Genbank_link,Host_Phylum,Host_Class,Host_Order,Host_Family,Host_Genus,Host_Species,Host_Sci_Name,Host_tol,AphiaID,Environment,Ocean,Host_and_Ocean,Host_and_StateRegion,Country,StateRegion,T_MMM_05,SubRegion,Locale,Latitude,Longitude,Coordinate_Precision,Min_Depth,Max_Depth,Start_Year_Collect,End_Year_Collect,Ref,Reference,Ref_link
3809,C,"C, Great Barrier Reef",C8a,0.843,"C8a, Great Barrier Reef",ITS2,Clsu4,N_A,N_A,N_A,DGGE,N_A,N_A,Cnidaria,Anthozoa,Scleractinia,Pocilloporidae,Stylophora,pistillata,Stylophora pistillata,0.436,206982,in hospite,Pacific,"Stylophora pistillata, Pacific","Stylophora pistillata, Great Barrier Reef",Australia,Great Barrier Reef,28.68,One Tree Island,Site H,"-23,482,469","152,074,103",200,12,15,2001,2001,Stat_2008_Coral_Reefs_27_763,"Stat M, Loh WKW, Hoegh-Guldberg O, Carter D (2008) Symbiont acquisition strategy drives host-symbiont associations in the southern Great Barrier Reef. Coral Reefs 27, 763-772.",http://www.springerlink.com/content/30u066wp65p4t3w5/
3810,C,"C, Great Barrier Reef",C8a,0.843,"C8a, Great Barrier Reef",ITS2,Clsu4,N_A,N_A,N_A,DGGE,N_A,N_A,Cnidaria,Anthozoa,Scleractinia,Pocilloporidae,Stylophora,pistillata,Stylophora pistillata,0.436,206982,in hospite,Pacific,"Stylophora pistillata, Pacific","Stylophora pistillata, Great Barrier Reef",Australia,Great Barrier Reef,28.68,Heron Island,Site D,"-23,470,744","151,940,645",200,12,15,2001,2001,Stat_2008_Coral_Reefs_27_763,"Stat M, Loh WKW, Hoegh-Guldberg O, Carter D (2008) Symbiont acquisition strategy drives host-symbiont associations in the southern Great Barrier Reef. Coral Reefs 27, 763-772.",http://www.springerlink.com/content/30u066wp65p4t3w5/
3811,C,"C, Great Barrier Reef",C8a,0.843,"C8a, Great Barrier Reef",ITS2,N_A,N_A,N_A,N_A,DGGE,N_A,N_A,Cnidaria,Anthozoa,Scleractinia,Pocilloporidae,Stylophora,pistillata,Stylophora pistillata,0.436,206982,in hospite,Pacific,"Stylophora pistillata, Pacific","Stylophora pistillata, Great Barrier Reef",Australia,Great Barrier Reef,28.68,Heron Island,N_A,"-23,541,077","151,740,726",3000,2,4,2002,2002,Fitt_2009_JEMBE_373_102,"Fitt WK et al (2009) Response of two species of Indo-Pacific corals, Porites cyclindrica and Stylophora pistillata, to short-term thermal stress: The host does matter in determining the tolerance of corals to bleaching. Journal of Experimental Marine Biology 373, 102-110.",http://www.sciencedirect.com/science?_ob=ArticleURL&_udi=B6T8F-4W441KB-1&_user=10&_coverDate=05%2F31%2F2009&_rdoc=4&_fmt=high&_orig=browse&_origin=browse&_zone=rslt_list_item&_srch=doc-info%28%23toc%235085%232009%23996269997%231024548%23FLA%23display%23Vo
3812,C,"C, Great Barrier Reef",C8a,0.843,"C8a, Great Barrier Reef",ITS2,N_A,N_A,N_A,N_A,DGGE,N_A,N_A,Cnidaria,Anthozoa,Scleractinia,Pocilloporidae,Stylophora,pistillata,Stylophora pistillata,0.436,206982,in hospite,Pacific,"Stylophora pistillata, Pacific","Stylophora pistillata, Great Barrier Reef",Australia,Great Barrier Reef,28.68,Heron Island,Site E,"-23,508,999","15,208,924",200,0,4,2001,2001,Stat_2008_Coral_Reefs_27_763,"Stat M, Loh WKW, Hoegh-Guldberg O, Carter D (2008) Symbiont acquisition strategy drives host-symbiont associations in the southern Great Barrier Reef. Coral Reefs 27, 763-772.",http://www.springerlink.com/content/30u066wp65p4t3w5/
3813,C,"C, Great Barrier Reef",C8a,0.843,"C8a, Great Barrier Reef",ITS2,N_A,N_A,N_A,N_A,DGGE,N_A,N_A,Cnidaria,Anthozoa,Scleractinia,Pocilloporidae,Stylophora,pistillata,Stylophora pistillata,0.436,206982,in hospite,Pacific,"Stylophora pistillata, Pacific","Stylophora pistillata, Great Barrier Reef",Australia,Great Barrier Reef,28.68,One Tree Island,Site J,"-23,497,859","152,060,235",200,0,4,2001,2001,Stat_2008_Coral_Reefs_27_763,"Stat M, Loh WKW, Hoegh-Guldberg O, Carter D (2008) Symbiont acquisition strategy drives host-symbiont associations in the southern Great Barrier Reef. Coral Reefs 27, 763-772.",http://www.springerlink.com/content/30u066wp65p4t3w5/
3814,C,"C, Great Barrier Reef",C8a,0.843,"C8a, Great Barrier Reef",ITS2,N_A,N_A,N_A,N_A,DGGE,same_as_AY239368,http://www.ncbi.nlm.nih.gov/nuccore/AY239368,Cnidaria,Anthozoa,Scleractinia,Pocilloporidae,Stylophora,pistillata,Stylophora pistillata,0.436,206982,in hospite,Pacific,"Stylophora pistillata, Pacific","Stylophora pistillata, Great Barrier Reef",Australia,Great Barrier Reef,28.68,Heron Island,Harry's Bommie,"-234,604,167","1,519,293,167",50,3,5,2004,2005,Sampayo_2007_Mol_Ecol_16_3721,"Sampayo EM, Franceschinis L, Hoegh-Guldberg O, Dove S (2007) Niche partitioning of closely related symbiotic dinoflagellates. Molecular Ecology 16, 3721-373.",http://www3.interscience.wiley.com/journal/117989757/abstract
3815,C,"C, Great Barrier Reef",C8a,0.843,"C8a, Great Barrier Reef",ITS2,N_A,N_A,N_A,N_A,DGGE,same_as_AY239368,http://www.ncbi.nlm.nih.gov/nuccore/AY239368,Cnidaria,Anthozoa,Scleractinia,Pocilloporidae,Stylophora,pistillata,Stylophora pistillata,0.436,206982,in hospite,Pacific,"Stylophora pistillata, Pacific","Stylophora pistillata, Great Barrier Reef",Australia,Great Barrier Reef,28.68,Heron Island,Harry's Bommie,"-234,604,167","1,519,293,167",50,9,11,2004,2005,Sampayo_2007_Mol_Ecol_16_3721,"Sampayo EM, Franceschinis L, Hoegh-Guldberg O, Dove S (2007) Niche partitioning of closely related symbiotic dinoflagellates. Molecular Ecology 16, 3721-373.",http://www3.interscience.wiley.com/journal/117989757/abstract
3816,C,"C, Great Barrier Reef",C8a,0.843,"C8a, Great Barrier Reef",ITS2,N_A,N_A,N_A,N_A,DGGE,same_as_AY239368,http://www.ncbi.nlm.nih.gov/nuccore/AY239368,Cnidaria,Anthozoa,Scleractinia,Pocilloporidae,Stylophora,pistillata,Stylophora pistillata,0.436,206982,in hospite,Pacific,"Stylophora pistillata, Pacific","Stylophora pistillata, Great Barrier Reef",Australia,Great Barrier Reef,28.68,Heron Island,Harry's Bommie,"-234,604,167","1,519,293,167",50,17,19,2004,2005,Sampayo_2007_Mol_Ecol_16_3721,"Sampayo EM, Franceschinis L, Hoegh-Guldberg O, Dove S (2007) Niche partitioning of closely related symbiotic dinoflagellates. Molecular Ecology 16, 3721-373.",http://www3.interscience.wiley.com/journal/117989757/abstract
3817,C,"C, Great Barrier Reef",C8a,0.843,"C8a, Great Barrier Reef",ITS2,N_A,N_A,N_A,N_A,DGGE,same_as_AY239368,http://www.ncbi.nlm.nih.gov/nuccore/AY239368,Cnidaria,Anthozoa,Scleractinia,Pocilloporidae,Stylophora,pistillata,Stylophora pistillata,0.436,206982,in hospite,Pacific,"Stylophora pistillata, Pacific","Stylophora pistillata, Great Barrier Reef",Australia,Great Barrier Reef,28.68,Heron Island,Tenements II,"-2,343,305","1,519,292,667",50,3,5,2004,2005,Sampayo_2007_Mol_Ecol_16_3721,"Sampayo EM, Franceschinis L, Hoegh-Guldberg O, Dove S (2007) Niche partitioning of closely related symbiotic dinoflagellates. Molecular Ecology 16, 3721-373.",http://www3.interscience.wiley.com/journal/117989757/abstract
3818,C,"C, Great Barrier Reef",C8a,0.843,"C8a, Great Barrier Reef",ITS2,N_A,N_A,N_A,N_A,DGGE,same_as_AY239368,http://www.ncbi.nlm.nih.gov/nuccore/AY239368,Cnidaria,Anthozoa,Scleractinia,Pocilloporidae,Stylophora,pistillata,Stylophora pistillata,0.436,206982,in hospite,Pacific,"Stylophora pistillata, Pacific","Stylophora pistillata, Great Barrier Reef",Australia,Great Barrier Reef,28.68,Heron Island,Tenements II,"-2,343,305","1,519,292,667",50,9,11,2004,2005,Sampayo_2007_Mol_Ecol_16_3721,"Sampayo EM, Franceschinis L, Hoegh-Guldberg O, Dove S (2007) Niche partitioning of closely related symbiotic dinoflagellates. Molecular Ecology 16, 3721-373.",http://www3.interscience.wiley.com/journal/117989757/abstract
3819,C,"C, Great Barrier Reef",C8a,0.843,"C8a, Great Barrier Reef",ITS2,N_A,N_A,N_A,N_A,DGGE,same_as_AY239368,http://www.ncbi.nlm.nih.gov/nuccore/AY239368,Cnidaria,Anthozoa,Scleractinia,Pocilloporidae,Stylophora,pistillata,Stylophora pistillata,0.436,206982,in hospite,Pacific,"Stylophora pistillata, Pacific","Stylophora pistillata, Great Barrier Reef",Australia,Great Barrier Reef,28.68,Heron Island,Tenements II,"-2,343,305","1,519,292,667",50,17,19,2004,2005,Sampayo_2007_Mol_Ecol_16_3721,"Sampayo EM, Franceschinis L, Hoegh-Guldberg O, Dove S (2007) Niche partitioning of closely related symbiotic dinoflagellates. Molecular Ecology 16, 3721-373.",http://www3.interscience.wiley.com/journal/117989757/abstract
3820,C,"C, Great Barrier Reef",C8a,0.843,"C8a, Great Barrier Reef",ITS2,N_A,N_A,N_A,N_A,DGGE,same_as_AY239368,http://www.ncbi.nlm.nih.gov/nuccore/AY239368,Cnidaria,Anthozoa,Scleractinia,Pocilloporidae,Stylophora,pistillata,Stylophora pistillata,0.436,206982,in hospite,Pacific,"Stylophora pistillata, Pacific","Stylophora pistillata, Great Barrier Reef",Australia,Great Barrier Reef,28.68,Heron Island,4th Point,"-2,343,185","1,519,888,333",50,3,5,2004,2005,Sampayo_2007_Mol_Ecol_16_3721,"Sampayo EM, Franceschinis L, Hoegh-Guldberg O, Dove S (2007) Niche partitioning of closely related symbiotic dinoflagellates. Molecular Ecology 16, 3721-373.",http://www3.interscience.wiley.com/journal/117989757/abstract
3821,C,"C, Great Barrier Reef",C8a,0.843,"C8a, Great Barrier Reef",ITS2,N_A,N_A,N_A,N_A,DGGE,same_as_AY239368,http://www.ncbi.nlm.nih.gov/nuccore/AY239368,Cnidaria,Anthozoa,Scleractinia,Pocilloporidae,Stylophora,pistillata,Stylophora pistillata,0.436,206982,in hospite,Pacific,"Stylophora pistillata, Pacific","Stylophora pistillata, Great Barrier Reef",Australia,Great Barrier Reef,28.68,Heron Island,4th Point,"-2,343,185","1,519,888,333",50,17,19,2004,2005,Sampayo_2007_Mol_Ecol_16_3721,"Sampayo EM, Franceschinis L, Hoegh-Guldberg O, Dove S (2007) Niche partitioning of closely related symbiotic dinoflagellates. Molecular Ecology 16, 3721-373.",http://www3.interscience.wiley.com/journal/117989757/abstract
3822,C,"C, Western Pacific",C8b,0.487,"C8b, Western Pacific",ITS2,N_A,N_A,N_A,N_A,N_A,AY258475,http://www.ncbi.nlm.nih.gov/nuccore/AY258475,Cnidaria,Anthozoa,Scleractinia,Pocilloporidae,Stylophora,sp.,Stylophora sp.,0.563,204068,in hospite,Pacific,"Stylophora sp., Pacific","Stylophora sp., Western Pacific",N_A,Western Pacific,29.56,N_A,N_A,13,150,5000000,N_A,N_A,N_A,N_A,LaJeunesse_2005_Mol_Biol_Evol_22_570,"LaJeunesse T (2005) ""Species"" radiations of symbiotic dinoflagellates in the Atlantic and Indo-Pacific since the Miocene-Pliocene transition. Molecular Biology and Evolution. 22, 570-581.",http://mbe.oxfordjournals.org/cgi/reprint/22/3/570
3823,C,"C, Pennsylvania",C8c,0.522,"C8c, Pennsylvania",ITS2,N_A,N_A,N_A,N_A,DGGE,FJ646566,http://www.ncbi.nlm.nih.gov/nuccore/FJ646566,Cnidaria,Anthozoa,Scleractinia,Pocilloporidae,Stylophora,pistillata,Stylophora pistillata,0.436,206982,in hospite,Aquarium,"Stylophora pistillata, Aquarium","Stylophora pistillata, Pennsylvania",United States,Pennsylvania,29.186,State College,Penn State aquarium,"40,793,395","-77,860,001",1000,N_A,N_A,2001,2001,Smith_2009_J_Phycol_45_1030,"Smith RT, Pinzon JH, LaJeunesse TC (2009) Symbiodinium (Dinophyta) diversity and stability in aquarium corals. Journal of Phycology 45, 1030-1036.",http://onlinelibrary.wiley.com/doi/10.1111/j.1529-8817.2009.00730.x/abstract
3824,C,"C, Pennsylvania",C8c,0.522,"C8c, Pennsylvania",ITS2,N_A,N_A,N_A,N_A,DGGE,Same_as_FJ646566,http://www.ncbi.nlm.nih.gov/nuccore/FJ646566,Cnidaria,Anthozoa,Scleractinia,Pocilloporidae,Stylophora,pistillata,Stylophora pistillata,0.436,206982,in hospite,Aquarium,"Stylophora pistillata, Aquarium","Stylophora pistillata, Pennsylvania",United States,Pennsylvania,29.186,State College,Penn State aquarium,"40,793,395","-77,860,001",1000,N_A,N_A,2001,2001,Smith_2009_J_Phycol_45_1030,"Smith RT, Pinzon JH, LaJeunesse TC (2009) Symbiodinium (Dinophyta) diversity and stability in aquarium corals. Journal of Phycology 45, 1030-1036.",http://onlinelibrary.wiley.com/doi/10.1111/j.1529-8817.2009.00730.x/abstract
3825,C,"C, Quintana Roo",C9,0.522,"C9, Quintana Roo",ITS2,N_A,N_A,N_A,N_A,DGGE,AF499798,http://www.ncbi.nlm.nih.gov/nuccore/AF499798,Cnidaria,Anthozoa,Scleractinia,Poritidae,Porites,divaricata,Porites divaricata,0.973,411268,in hospite,Caribbean,"Porites divaricata, Caribbean","Porites divaricata, Quintana Roo",Mexico,Quintana Roo,29.186,Puerto Morelos,N_A,20.5,-86.52,4000,2.5,2.5,1998,1999,LaJeunesse_2002_Mar_Biol_141_387,"LaJeunesse T (2002) Diversity and community structure of symbiotic dinoflagellates from Caribbean coral reefs. Marine Biology 141, 387-400.",http://www.springerlink.com/content/4magydv1cmrgn7kr/?p=57ad39a7eb934febb450a37537b61884&pi=18
3826,C,"C, N_A",C90,0.522,"C90, N_A",ITS2,PP1_1354x,N_A,N_A,N_A,sequencing,AJ620934,http://www.ncbi.nlm.nih.gov/nuccore/AJ620934,Foraminifera,Polythalamea,Miliolida,Soritidae,Sorites,sp.,Sorites sp.,0.711,112069,in hospite,Pacific,"Sorites sp., Pacific","Sorites sp., N_A",Panama,N_A,29.186,Isla Taboga,Isla Taboga 1,"87,873,556","-795,587,028",3000,N_A,N_A,2001,2001,Pochon_2004_Mar_Biol_146_17,"Pochon X, LaJeunesse T, Pawloski J (2004) Biogeographic partitioning and host specialization among foraminiferan dinoflagellate symbionts (Symbiodinium; Dinophyta). Marine Biology, 146, 17-27.",http://www.springerlink.com/content/mt0xklx3upb4n9d9/?p=2a1d8919a48d46f7b265e12a9174f670&pi=1
3827,C,"C, N_A",C90,0.522,"C90, N_A",ITS2,PP2_1356x,N_A,N_A,N_A,sequencing,AJ620935,http://www.ncbi.nlm.nih.gov/nuccore/AJ620935,Foraminifera,Polythalamea,Miliolida,Soritidae,Sorites,sp.,Sorites sp.,0.711,112069,in hospite,Pacific,"Sorites sp., Pacific","Sorites sp., N_A",Panama,N_A,29.186,Isla Taboga,Isla Taboga 1,"87,873,556","-795,587,028",3000,N_A,N_A,2001,2001,Pochon_2004_Mar_Biol_146_17,"Pochon X, LaJeunesse T, Pawloski J (2004) Biogeographic partitioning and host specialization among foraminiferan dinoflagellate symbionts (Symbiodinium; Dinophyta). Marine Biology, 146, 17-27.",http://www.springerlink.com/content/mt0xklx3upb4n9d9/?p=2a1d8919a48d46f7b265e12a9174f670&pi=1
3828,C,"C, N_A",C90,0.522,"C90, N_A",ITS2,PP3_1358x,N_A,N_A,N_A,sequencing,AJ620936,http://www.ncbi.nlm.nih.gov/nuccore/AJ620936,Foraminifera,Polythalamea,Miliolida,Soritidae,Sorites,sp.,Sorites sp.,0.711,112069,in hospite,Pacific,"Sorites sp., Pacific","Sorites sp., N_A",Panama,N_A,29.186,Isla Taboga,Isla Taboga 1,"87,873,556","-795,587,028",3000,N_A,N_A,2001,2001,Pochon_2004_Mar_Biol_146_17,"Pochon X, LaJeunesse T, Pawloski J (2004) Biogeographic partitioning and host specialization among foraminiferan dinoflagellate symbionts (Symbiodinium; Dinophyta). Marine Biology, 146, 17-27.",http://www.springerlink.com/content/mt0xklx3upb4n9d9/?p=2a1d8919a48d46f7b265e12a9174f670&pi=1
3829,C,"C, N_A",C90,0.522,"C90, N_A",ITS2,PP26_1381x,N_A,N_A,N_A,sequencing,AJ620937,http://www.ncbi.nlm.nih.gov/nuccore/AJ620937,Foraminifera,Polythalamea,Miliolida,Soritidae,Sorites,sp.,Sorites sp.,0.711,112069,in hospite,Pacific,"Sorites sp., Pacific","Sorites sp., N_A",Panama,N_A,29.186,Isla Taboga,Isla Taboga 1,"87,873,556","-795,587,028",3000,N_A,N_A,2001,2001,Pochon_2004_Mar_Biol_146_17,"Pochon X, LaJeunesse T, Pawloski J (2004) Biogeographic partitioning and host specialization among foraminiferan dinoflagellate symbionts (Symbiodinium; Dinophyta). Marine Biology, 146, 17-27.",http://www.springerlink.com/content/mt0xklx3upb4n9d9/?p=2a1d8919a48d46f7b265e12a9174f670&pi=1
3830,C,"C, N_A",C90,0.522,"C90, N_A",ITS2,PP32_1387x,N_A,N_A,N_A,sequencing,AJ620938,http://www.ncbi.nlm.nih.gov/nuccore/AJ620938,Foraminifera,Polythalamea,Miliolida,Soritidae,Sorites,sp.,Sorites sp.,0.711,112069,in hospite,Pacific,"Sorites sp., Pacific","Sorites sp., N_A",Panama,N_A,29.186,Isla Taboga,Isla Taboga 1,"87,873,556","-795,587,028",3000,N_A,N_A,2001,2001,Pochon_2004_Mar_Biol_146_17,"Pochon X, LaJeunesse T, Pawloski J (2004) Biogeographic partitioning and host specialization among foraminiferan dinoflagellate symbionts (Symbiodinium; Dinophyta). Marine Biology, 146, 17-27.",http://www.springerlink.com/content/mt0xklx3upb4n9d9/?p=2a1d8919a48d46f7b265e12a9174f670&pi=1
3831,C,"C, N_A",C90,0.522,"C90, N_A",ITS2,PP39_1394x,N_A,N_A,N_A,sequencing,AJ620939,http://www.ncbi.nlm.nih.gov/nuccore/AJ620939,Foraminifera,Polythalamea,Miliolida,Soritidae,Sorites,sp.,Sorites sp.,0.711,112069,in hospite,Pacific,"Sorites sp., Pacific","Sorites sp., N_A",Panama,N_A,29.186,Isla Taboga,Isla Taboga 1,"87,873,556","-795,587,028",3000,N_A,N_A,2001,2001,Pochon_2004_Mar_Biol_146_17,"Pochon X, LaJeunesse T, Pawloski J (2004) Biogeographic partitioning and host specialization among foraminiferan dinoflagellate symbionts (Symbiodinium; Dinophyta). Marine Biology, 146, 17-27.",http://www.springerlink.com/content/mt0xklx3upb4n9d9/?p=2a1d8919a48d46f7b265e12a9174f670&pi=1
3832,C,"C, N_A",C90,0.522,"C90, N_A",ITS2,PP51_1406x,N_A,N_A,N_A,sequencing,AJ620940,http://www.ncbi.nlm.nih.gov/nuccore/AJ620940,Foraminifera,Polythalamea,Miliolida,Soritidae,Sorites,sp.,Sorites sp.,0.711,112069,in hospite,Pacific,"Sorites sp., Pacific","Sorites sp., N_A",Panama,N_A,29.186,Isla Taboga,Isla Taboga 1,"87,873,556","-795,587,028",3000,N_A,N_A,2001,2001,Pochon_2004_Mar_Biol_146_17,"Pochon X, LaJeunesse T, Pawloski J (2004) Biogeographic partitioning and host specialization among foraminiferan dinoflagellate symbionts (Symbiodinium; Dinophyta). Marine Biology, 146, 17-27.",http://www.springerlink.com/content/mt0xklx3upb4n9d9/?p=2a1d8919a48d46f7b265e12a9174f670&pi=1
3833,C,"C, N_A",C90,0.522,"C90, N_A",ITS2,PP73_1428x,N_A,N_A,N_A,sequencing,AJ620941,http://www.ncbi.nlm.nih.gov/nuccore/AJ620941,Foraminifera,Polythalamea,Miliolida,Soritidae,Sorites,sp.,Sorites sp.,0.711,112069,in hospite,Pacific,"Sorites sp., Pacific","Sorites sp., N_A",Panama,N_A,29.186,Isla Taboga,Isla Taboga 2,"87,873,556","-795,587,028",3000,2,2,2001,2001,Pochon_2004_Mar_Biol_146_17,"Pochon X, LaJeunesse T, Pawloski J (2004) Biogeographic partitioning and host specialization among foraminiferan dinoflagellate symbionts (Symbiodinium; Dinophyta). Marine Biology, 146, 17-27.",http://www.springerlink.com/content/mt0xklx3upb4n9d9/?p=2a1d8919a48d46f7b265e12a9174f670&pi=1
3834,C,"C, N_A",C90,0.522,"C90, N_A",ITS2,PP80_1435x,N_A,N_A,N_A,sequencing,AJ620942,http://www.ncbi.nlm.nih.gov/nuccore/AJ620942,Foraminifera,Polythalamea,Miliolida,Soritidae,Sorites,sp.,Sorites sp.,0.711,112069,in hospite,Pacific,"Sorites sp., Pacific","Sorites sp., N_A",Panama,N_A,29.186,Isla Taboga,Isla Taboga 2,"87,873,556","-795,587,028",3000,2,2,2001,2001,Pochon_2004_Mar_Biol_146_17,"Pochon X, LaJeunesse T, Pawloski J (2004) Biogeographic partitioning and host specialization among foraminiferan dinoflagellate symbionts (Symbiodinium; Dinophyta). Marine Biology, 146, 17-27.",http://www.springerlink.com/content/mt0xklx3upb4n9d9/?p=2a1d8919a48d46f7b265e12a9174f670&pi=1
3835,C,"C, N_A",C90,0.522,"C90, N_A",ITS2,PP88_1443x,N_A,N_A,N_A,sequencing,AJ620943,http://www.ncbi.nlm.nih.gov/nuccore/AJ620943,Foraminifera,Polythalamea,Miliolida,Soritidae,Sorites,sp.,Sorites sp.,0.711,112069,in hospite,Pacific,"Sorites sp., Pacific","Sorites sp., N_A",Panama,N_A,29.186,Isla Taboga,Isla Taboga 2,"87,873,556","-795,587,028",3000,2,2,2001,2001,Pochon_2004_Mar_Biol_146_17,"Pochon X, LaJeunesse T, Pawloski J (2004) Biogeographic partitioning and host specialization among foraminiferan dinoflagellate symbionts (Symbiodinium; Dinophyta). Marine Biology, 146, 17-27.",http://www.springerlink.com/content/mt0xklx3upb4n9d9/?p=2a1d8919a48d46f7b265e12a9174f670&pi=1
3836,C,"C, N_A",C90,0.522,"C90, N_A",ITS2,PP100_1455x,N_A,N_A,N_A,sequencing,AJ620944,http://www.ncbi.nlm.nih.gov/nuccore/AJ620944,Foraminifera,Polythalamea,Miliolida,Soritidae,Sorites,sp.,Sorites sp.,0.711,112069,in hospite,Pacific,"Sorites sp., Pacific","Sorites sp., N_A",Panama,N_A,29.186,Isla Taboga,Isla Taboga 2,"87,873,556","-795,587,028",3000,2,2,2001,2001,Pochon_2004_Mar_Biol_146_17,"Pochon X, LaJeunesse T, Pawloski J (2004) Biogeographic partitioning and host specialization among foraminiferan dinoflagellate symbionts (Symbiodinium; Dinophyta). Marine Biology, 146, 17-27.",http://www.springerlink.com/content/mt0xklx3upb4n9d9/?p=2a1d8919a48d46f7b265e12a9174f670&pi=1
3837,C,"C, N_A",C90,0.522,"C90, N_A",ITS2,PP111_1466x,N_A,N_A,N_A,sequencing,AJ620945,http://www.ncbi.nlm.nih.gov/nuccore/AJ620945,Foraminifera,Polythalamea,Miliolida,Soritidae,Sorites,sp.,Sorites sp.,0.711,112069,in hospite,Pacific,"Sorites sp., Pacific","Sorites sp., N_A",Panama,N_A,29.186,Isla Taboga,Isla Taboga 2,"87,873,556","-795,587,028",3000,2,2,2001,2001,Pochon_2004_Mar_Biol_146_17,"Pochon X, LaJeunesse T, Pawloski J (2004) Biogeographic partitioning and host specialization among foraminiferan dinoflagellate symbionts (Symbiodinium; Dinophyta). Marine Biology, 146, 17-27.",http://www.springerlink.com/content/mt0xklx3upb4n9d9/?p=2a1d8919a48d46f7b265e12a9174f670&pi=1
3838,C,"C, Mariana Islands",C90,0.522,"C90, Mariana Islands",ITS2,N_A,N_A,N_A,N_A,DGGE,AM748554,http://www.ncbi.nlm.nih.gov/nuccore/AM748554,Foraminifera,Polythalamea,Miliolida,Soritidae,Amphisorus,kudakajimaensis,Amphisorus kudakajimaensis,0.711,545197,in hospite,Pacific,"Amphisorus kudakajimaensis, Pacific","Amphisorus kudakajimaensis, Mariana Islands",United States,Mariana Islands,29.186,Guam,Gun Beach,13.32,144.47,500,N_A,N_A,2002,2003,Pochon_2007_Coral_Reefs_26_867,"Pochon X, Garcia-Cuetos L, Baker AC, Castella E, Pawloski J (2007) One-year survey of a single Micronesian reef reveals extraordinarily rich diversity of Symbiodinium types in soritid foraminifera. Coral Reefs 26, 867-882.",http://www.springerlink.com/content/x588810u41v541ul/?p=1f07b8071115477d9dd777ef312adac8&pi=15
3839,C,"C, Mariana Islands",C91,0.522,"C91, Mariana Islands",ITS,1650,N_A,N_A,N_A,sequencing,AJ291517,http://www.ncbi.nlm.nih.gov/nuccore/AJ291517,Foraminifera,Polythalamea,Miliolida,Soritidae,Sorites,sp.,Sorites sp.,0.711,112069,in hospite,Pacific,"Sorites sp., Pacific","Sorites sp., Mariana Islands",United States,Mariana Islands,29.186,Guam,Luminao,13.32,144.47,5000,N_A,N_A,1999,1999,Pawlowski_2001_J_Eukaryotic_Microbiol_48_368,"Pawlowski J, Holzmann M, Fahrni J, Pochon X, Lee J (2001) Molecular identification of algal endosymbionts in large miliolid Foraminifera: 2 dinoflagellates. Journal of Eukaryotic Microbiology 48, 368-373.",http://www3.interscience.wiley.com/journal/118982635/abstract
3840,C,"C, Mariana Islands",C91,0.522,"C91, Mariana Islands",ITS,1690,N_A,N_A,N_A,sequencing,AJ291518,http://www.ncbi.nlm.nih.gov/nuccore/AJ291518,Foraminifera,Polythalamea,Miliolida,Soritidae,Sorites,sp.,Sorites sp.,0.711,112069,in hospite,Pacific,"Sorites sp., Pacific","Sorites sp., Mariana Islands",United States,Mariana Islands,29.186,Guam,Pago Bay,13.32,144.47,12500,N_A,N_A,1999,1999,Pawlowski_2001_J_Eukaryotic_Microbiol_48_368,"Pawlowski J, Holzmann M, Fahrni J, Pochon X, Lee J (2001) Molecular identification of algal endosymbionts in large miliolid Foraminifera: 2 dinoflagellates. Journal of Eukaryotic Microbiology 48, 368-373.",http://www3.interscience.wiley.com/journal/118982635/abstract
3841,C,"C, Mariana Islands",C91,0.522,"C91, Mariana Islands",ITS,1591,N_A,N_A,N_A,sequencing,AJ291519,http://www.ncbi.nlm.nih.gov/nuccore/AJ291519,Foraminifera,Polythalamea,Miliolida,Soritidae,Sorites,sp.,Sorites sp.,0.711,112069,in hospite,Pacific,"Sorites sp., Pacific","Sorites sp., Mariana Islands",United States,Mariana Islands,29.186,Guam,Double Reef,13.32,144.47,12500,N_A,N_A,1999,1999,Pawlowski_2001_J_Eukaryotic_Microbiol_48_368,"Pawlowski J, Holzmann M, Fahrni J, Pochon X, Lee J (2001) Molecular identification of algal endosymbionts in large miliolid Foraminifera: 2 dinoflagellates. Journal of Eukaryotic Microbiology 48, 368-373.",http://www3.interscience.wiley.com/journal/118982635/abstract
3842,C,"C, Mariana Islands",C91,0.522,"C91, Mariana Islands",ITS2,G84_84x,N_A,N_A,N_A,sequencing,AJ621542,http://www.ncbi.nlm.nih.gov/nuccore/AJ621542,Foraminifera,Polythalamea,Miliolida,Soritidae,Amphisorus,hemprichii,Amphisorus hemprichii,0.711,112822,in hospite,Pacific,"Amphisorus hemprichii, Pacific","Amphisorus hemprichii, Mariana Islands",United States,Mariana Islands,29.186,Guam,Harbor,13.32,144.47,12500,N_A,N_A,2001,2001,Pochon_2004_Mar_Biol_146_17,"Pochon X, LaJeunesse T, Pawloski J (2004) Biogeographic partitioning and host specialization among foraminiferan dinoflagellate symbionts (Symbiodinium; Dinophyta). Marine Biology, 146, 17-27.",http://www.springerlink.com/content/mt0xklx3upb4n9d9/?p=2a1d8919a48d46f7b265e12a9174f670&pi=1
